                           QSO        ion       Glon       Glat   peakvel_v_LSR           v_err
                    PG1011-040       CII*    246.501     40.749         -17.024           4.473
                    PG1011-040        CIV    246.501     40.749          35.234           9.479
                    PG1011-040       FeII    246.501     40.749          -5.296           2.281
                    PG1011-040       NiII    246.501     40.749          -8.812           5.451
                    PG1011-040        SII    246.501     40.749         -18.116           4.765
                    PG1011-040       SiII    246.501     40.749          -9.537          13.217
                    PG1011-040       SiIV    246.501     40.749          16.201          11.788
                    PG1048+342       CII*    190.602     63.437         -55.266           7.827
                    PG1048+342        CIV    190.602     63.437         -15.353          10.664
                    PG1048+342       FeII    190.602     63.437          -2.299           9.124
                    PG1048+342       NiII    190.602     63.437         -22.954          11.991
                    PG1048+342        SII    190.602     63.437         -47.587           5.956
                    PG1048+342       SiIV    190.602     63.437         -15.752           8.573
                    PG1049-005       CII*    252.276     49.878         -22.776           4.473
                    PG1049-005        CIV    252.276     49.878           6.437           3.555
                    PG1049-005       FeII    252.276     49.878         -19.210           7.983
                    PG1049-005         NV    252.276     49.878          24.260           8.440
                    PG1049-005       NiII    252.276     49.878         -12.159           7.631
                    PG1049-005       SiII    252.276     49.878         -23.165          10.814
                    PG1115+407       CII*    172.234     66.669         -55.873           6.709
                    PG1115+407        CIV    172.234     66.669         -51.705          14.218
                    PG1115+407       NiII    172.234     66.669         -23.476          10.901
                    PG1115+407        SII    172.234     66.669         -50.795           7.147
                    PG1115+407       SiII    172.234     66.669         -20.980          10.814
                    PG1115+407       SiIV    172.234     66.669         -61.227          11.788
                    PG1116+215       CII*    223.360     68.209         -17.885           3.355
                    PG1116+215        CIV    223.360     68.209           2.967          15.403
                    PG1116+215         NV    223.360     68.209          -4.694           9.645
                    PG1116+215       NiII    223.360     68.209         -35.582           6.541
                    PG1116+215        SII    223.360     68.209         -42.268           4.765
                    PG1116+215       SiII    223.360     68.209         -21.962          10.814
                    PG1116+215       SiIV    223.360     68.209         -20.676          10.716
                    PG1121+422       CII*    167.258     66.859         -27.306           7.827
                    PG1121+422        CIV    167.258     66.859         -39.245          11.849
                    PG1121+422       FeII    167.258     66.859          -1.220           2.281
                    PG1121+422        SII    167.258     66.859         -35.888           7.147
                    PG1121+422       SiII    167.258     66.859         -46.802          10.814
                    PG1121+422       SiIV    167.258     66.859         -62.759          11.788
                    PG1126-041        CIV    267.631     52.745          27.532           8.294
                    PG1126-041       SiII    267.631     52.745           9.011          12.015
                    PG1126-041       SiIV    267.631     52.745          34.278          11.845
                    PG1259+593       CII*    120.556     58.048         -60.167           4.473
                    PG1259+593        CIV    120.556     58.048           9.686           7.109
                    PG1259+593       FeII    120.556     58.048         -21.174           7.983
                    PG1259+593       NiII    120.556     58.048         -38.390           8.721
                    PG1259+593        SII    120.556     58.048         -59.393           5.956
                    PG1259+593       SiII    120.556     58.048         -18.898          13.217
                    PG1259+593       SiIV    120.556     58.048           5.672           9.645
                    PG1352+183       CII*      4.375     72.874          -0.930           3.355
                    PG1352+183        CIV      4.375     72.874         -68.542           9.479
                    PG1352+183       FeII      4.375     72.874         -69.102          10.264
                    PG1352+183         NV      4.375     72.874         -35.441           9.645
                    PG1352+183       NiII      4.375     72.874         -24.247           3.270
                    PG1352+183       SiII      4.375     72.874          -6.911           8.411
                    PG1352+183       SiIV      4.375     72.874         -46.866           8.573
                    PG1424+240       CII*     29.487     68.208           3.854           5.591
                    PG1424+240        CIV     29.487     68.208         -11.490           9.479
                    PG1424+240       FeII     29.487     68.208          55.477           6.843
                    PG1424+240         NV     29.487     68.208         -17.219           3.617
                    PG1424+240       SiII     29.487     68.208         -10.370           9.612
                    PG1424+240       SiIV     29.487     68.208         -22.885           8.573
                    PG1435-067        CIV    343.978     47.206         -21.205           8.294
                    PG1435-067       SiII    343.978     47.206         -14.160           7.209
                    PG1626+554       CII*     84.515     42.189         -12.355           3.355
                    PG1626+554        CIV     84.515     42.189         -39.563           8.294
                    PG1626+554       FeII     84.515     42.189          -6.753           2.281
                    PG1626+554         NV     84.515     42.189         -10.889           3.617
                    PG1626+554       NiII     84.515     42.189         -19.960           5.451
                    PG1626+554       SiII     84.515     42.189         -22.072           6.008
                    PG1626+554       SiIV     84.515     42.189         -37.184           9.645
                       PHL1598       CII*     40.538    -40.956          -8.937           4.473
                       PHL1598        CIV     40.538    -40.956          46.343           8.294
                       PHL1598       NiII     40.538    -40.956           7.131           4.360
                       PHL1598       SiII     40.538    -40.956           6.294           7.209
                       PHL1598       SiIV     40.538    -40.956          46.093           9.645
                       PHL1811       CII*     47.473    -44.815         -13.154           3.355
                       PHL1811        CIV     47.473    -44.815         -14.947          11.849
                       PHL1811         NV     47.473    -44.815          14.330           9.645
                       PHL1811       NiII     47.473    -44.815          -5.722           3.270
                       PHL1811       SiII     47.473    -44.815          -0.576           6.008
                       PHL1811       SiIV     47.473    -44.815         -17.995           8.573
                       PHL2525       CII*     80.683    -71.317         -10.288           4.473
                       PHL2525        CIV     80.683    -71.317          -6.609          17.773
                       PHL2525       NiII     80.683    -71.317          -9.706           2.180
                       PHL2525       SiII     80.683    -71.317         -37.646           9.612
                       PHL2525       SiIV     80.683    -71.317         -28.501          11.788
                   PKS0405-123       CII*    204.927    -41.756         -12.949           5.591
                   PKS0405-123        CIV    204.927    -41.756         -12.091           3.555
                   PKS0405-123       NiII    204.927    -41.756          -2.865           4.360
                   PKS0405-123       SiII    204.927    -41.756          -9.352           4.806
                   PKS0405-123       SiIV    204.927    -41.756         -16.671           4.286
                   PKS0552-640        CIV    273.466    -30.611          26.177          15.403
                   PKS0552-640       FeII    273.466    -30.611         107.722           4.562
                   PKS0552-640       NiII    273.466    -30.611          -3.603           3.270
                   PKS0552-640       SiII    273.466    -30.611          57.086          13.217
                   PKS0552-640       SiIV    273.466    -30.611           0.827           8.573
                   PKS0558-504       CII*    257.962    -28.569          -0.233           4.473
                   PKS0558-504        CIV    257.962    -28.569         -10.357          11.849
                   PKS0558-504       FeII    257.962    -28.569          -0.516           7.983
                   PKS0558-504         NV    257.962    -28.569           2.582           9.645
                   PKS0558-504       NiII    257.962    -28.569           1.854           4.360
                   PKS0558-504       SiII    257.962    -28.569          -7.568           8.411
                   PKS0558-504       SiIV    257.962    -28.569         -14.206          10.716
                   PKS0637-752       CII*    286.368    -27.158         -38.020          17.891
                   PKS0637-752        CIV    286.368    -27.158          93.876           9.479
                   PKS0637-752         NV    286.368    -27.158          39.839          10.851
                   PKS0637-752       NiII    286.368    -27.158           1.109           5.451
                   PKS0637-752       SiII    286.368    -27.158          29.579           9.612
                   PKS0637-752       SiIV    286.368    -27.158          85.874          11.788
                   PKS1302-102       CII*    308.591     52.161          -4.516           3.355
                   PKS1302-102        CIV    308.591     52.161          -5.509           7.109
                   PKS1302-102       FeII    308.591     52.161          22.061           9.124
                   PKS1302-102         NV    308.591     52.161          -4.918           7.234
                   PKS1302-102       NiII    308.591     52.161          -1.782           5.451
                   PKS1302-102       SiII    308.591     52.161          28.287           8.411
                   PKS1302-102       SiIV    308.591     52.161          -7.772           6.430
                   PKS2005-489       CII*    350.373    -32.601          -6.129           6.709
                   PKS2005-489        CIV    350.373    -32.601          68.642          15.403
                   PKS2005-489       FeII    350.373    -32.601          -0.103           3.421
                   PKS2005-489         NV    350.373    -32.601          65.721          13.262
                   PKS2005-489       NiII    350.373    -32.601           9.715           6.541
                   PKS2005-489        SII    350.373    -32.601          -4.838           7.147
                   PKS2005-489       SiII    350.373    -32.601          13.374          15.620
                   PKS2005-489       SiIV    350.373    -32.601          68.890          10.716
                 PMNJ1103-2329       CII*    273.190     33.080         -13.089           5.591
                 PMNJ1103-2329        CIV    273.190     33.080          89.133           5.924
                 PMNJ1103-2329       FeII    273.190     33.080         148.108           9.124
                 PMNJ1103-2329         NV    273.190     33.080         115.688           6.028
                 PMNJ1103-2329       NiII    273.190     33.080           8.121           8.721
                 PMNJ1103-2329       SiII    273.190     33.080          -1.747          13.217
                 PMNJ1103-2329       SiIV    273.190     33.080          90.723          10.716
                 PMNJ2345-1555       CII*     65.673    -70.985          -9.722           2.236
                 PMNJ2345-1555        CIV     65.673    -70.985          -4.858          11.849
                 PMNJ2345-1555       FeII     65.673    -70.985         -70.984           6.843
                 PMNJ2345-1555         NV     65.673    -70.985         -10.212           6.028
                 PMNJ2345-1555       NiII     65.673    -70.985         -10.230           5.451
                 PMNJ2345-1555       SiII     65.673    -70.985         -26.266           8.411
                 PMNJ2345-1555       SiIV     65.673    -70.985         -14.004           6.430
                     Q0349-146        CIV    205.484    -46.325          -8.170           9.479
                     Q0349-146       FeII    205.484    -46.325         -37.104           3.421
                     Q0349-146       NiII    205.484    -46.325          -5.769           7.631
                     Q0349-146       SiII    205.484    -46.325          -8.985           7.209
                     Q0349-146       SiIV    205.484    -46.325          -7.732           6.430
                     Q0850+440        CIV    177.083     39.938        -105.294          16.588
                     Q0850+440       SiII    177.083     39.938         -12.756          10.814
                     Q1354+195        CIV      8.993     73.042         -62.314          13.033
                     Q1354+195       SiIV      8.993     73.042         -42.115          13.161
                     Q1545+210       CII*     33.898     49.458         -17.075           5.591
                     Q1545+210        CIV     33.898     49.458         -23.222          10.664
                     Q1545+210       FeII     33.898     49.458          14.670           5.702
                     Q1545+210         NV     33.898     49.458           4.537           9.645
                     Q1545+210       NiII     33.898     49.458          -6.036           4.360
                     Q1545+210       SiII     33.898     49.458         -21.117           9.612
                     Q1545+210       SiIV     33.898     49.458         -23.500           8.573
                     Q2135-145        CIV     38.402    -43.334          20.585           7.109
                     Q2135-145       SiII     38.402    -43.334         -24.620           8.411
                 QSO-B1215+303       CII*    188.875     82.053         -14.697           7.827
                 QSO-B1215+303        CIV    188.875     82.053         -25.969           9.479
                 QSO-B1215+303       FeII    188.875     82.053        -108.137           7.983
                 QSO-B1215+303         NV    188.875     82.053           0.731           4.823
                 QSO-B1215+303       NiII    188.875     82.053         -32.338           4.360
                 QSO-B1215+303        SII    188.875     82.053          -5.871           7.147
                 QSO-B1215+303       SiIV    188.875     82.053         -18.466           7.501
                QSO-J0456-2159        CIV    221.979    -34.650          -4.803          13.033
                QSO-J0456-2159       SiII    221.979    -34.650          25.705           8.411
                QSO-J0456-2159       SiIV    221.979    -34.650           0.104           9.213
                        RBS144       CII*    299.483    -65.836          -6.481           3.355
                        RBS144        CIV    299.483    -65.836          18.074           8.294
                        RBS144       FeII    299.483    -65.836          24.880           2.281
                        RBS144         NV    299.483    -65.836         -15.654           7.234
                        RBS144       NiII    299.483    -65.836          -0.758           4.360
                        RBS144        SII    299.483    -65.836           2.760           3.574
                        RBS144       SiIV    299.483    -65.836          16.587           7.501
                       RBS1666       CII*    358.733    -31.003          -6.043           8.946
                       RBS1666        CIV    358.733    -31.003          49.636          13.033
                       RBS1666       FeII    358.733    -31.003         -37.698           4.562
                       RBS1666         NV    358.733    -31.003          25.845          12.056
                       RBS1666       NiII    358.733    -31.003          21.847           7.631
                       RBS1666       SiII    358.733    -31.003          39.726          13.217
                       RBS1666       SiIV    358.733    -31.003          39.063          10.716
                       RBS1892       CII*    345.898    -58.367         -13.890           2.236
                       RBS1892        CIV    345.898    -58.367          -6.789           9.479
                       RBS1892       FeII    345.898    -58.367        -102.568           2.281
                       RBS1892         NV    345.898    -58.367          34.877           2.411
                       RBS1892       NiII    345.898    -58.367         -23.063           5.451
                       RBS1892       SiII    345.898    -58.367          -7.771           7.209
                       RBS1892       SiIV    345.898    -58.367           0.139           7.501
                       RBS2000       CII*    350.195    -67.585          -2.557           5.591
                       RBS2000        CIV    350.195    -67.585         -19.605           9.479
                       RBS2000       FeII    350.195    -67.585         -48.793           2.281
                       RBS2000         NV    350.195    -67.585           4.974          14.468
                       RBS2000       NiII    350.195    -67.585          -9.859           6.541
                       RBS2000       SiII    350.195    -67.585         -30.367           9.612
                       RBS2000       SiIV    350.195    -67.585          -2.972           7.501
                       RBS2055       CII*    106.672    -34.658          -4.205           5.591
                       RBS2055        CIV    106.672    -34.658         -27.844           8.294
                       RBS2055       FeII    106.672    -34.658         -60.927           1.140
                       RBS2055         NV    106.672    -34.658          -3.576          10.851
                       RBS2055       NiII    106.672    -34.658           0.766           5.451
                       RBS2055        SII    106.672    -34.658          -7.752           5.956
                       RBS2055       SiII    106.672    -34.658         -11.220           9.612
                       RBS2055       SiIV    106.672    -34.658         -10.583           7.501
                RXJ0028.1+3103       CII*    117.087    -31.544          -5.862           5.591
                RXJ0028.1+3103        CIV    117.087    -31.544          -2.249           9.479
                RXJ0028.1+3103       FeII    117.087    -31.544         -67.146           5.702
                RXJ0028.1+3103       NiII    117.087    -31.544         -11.793           5.451
                RXJ0028.1+3103        SII    117.087    -31.544         -12.983           7.147
                RXJ0028.1+3103       SiII    117.087    -31.544          -6.869          10.814
                RXJ0028.1+3103       SiIV    117.087    -31.544         -12.240           9.645
                RXJ0439.6-5311       CII*    261.216    -40.927          15.350           7.827
                RXJ0439.6-5311        CIV    261.216    -40.927           2.538           9.479
                RXJ0439.6-5311       FeII    261.216    -40.927           5.093           5.702
                RXJ0439.6-5311         NV    261.216    -40.927           1.217          12.056
                RXJ0439.6-5311       NiII    261.216    -40.927         -12.361           6.541
                RXJ0439.6-5311        SII    261.216    -40.927          18.152           4.765
                RXJ0439.6-5311       SiII    261.216    -40.927         -13.731           8.411
                RXJ0439.6-5311       SiIV    261.216    -40.927          -5.658           7.501
                RXJ1230.8+0115       CII*    291.260     63.660          31.941           4.473
                RXJ1230.8+0115        CIV    291.260     63.660          -7.137           8.294
                RXJ1230.8+0115       FeII    291.260     63.660          17.056           4.562
                RXJ1230.8+0115         NV    291.260     63.660          -2.950          12.056
                RXJ1230.8+0115       NiII    291.260     63.660         -13.126           9.811
                RXJ1230.8+0115       SiII    291.260     63.660           2.611           9.612
                RXJ1230.8+0115       SiIV    291.260     63.660           1.429           7.501
                RXJ2154.1-4414       CII*    355.179    -50.865          -0.860           3.355
                RXJ2154.1-4414        CIV    355.179    -50.865          31.723           9.479
                RXJ2154.1-4414         NV    355.179    -50.865          22.170          10.851
                RXJ2154.1-4414       NiII    355.179    -50.865           3.886           3.270
                RXJ2154.1-4414       SiII    355.179    -50.865          -7.208           7.209
                RXJ2154.1-4414       SiIV    355.179    -50.865          43.827           7.501
               RXS-J00057-5007       CII*    320.710    -65.405          -6.033           3.355
               RXS-J00057-5007        CIV    320.710    -65.405         -17.157           8.294
               RXS-J00057-5007       FeII    320.710    -65.405          38.969           4.562
               RXS-J00057-5007         NV    320.710    -65.405          -3.324           7.234
               RXS-J00057-5007       NiII    320.710    -65.405         -11.155           2.180
               RXS-J00057-5007       SiII    320.710    -65.405         -11.013           6.008
               RXS-J00057-5007       SiIV    320.710    -65.405         -21.450           7.501
               RXS-J21388-3828       CII*      4.509    -48.465          -7.655           3.355
               RXS-J21388-3828        CIV      4.509    -48.465          45.722          11.849
               RXS-J21388-3828       FeII      4.509    -48.465          66.777           2.281
               RXS-J21388-3828         NV      4.509    -48.465          46.022           8.440
               RXS-J21388-3828       NiII      4.509    -48.465         -10.315           4.360
               RXS-J21388-3828       SiII      4.509    -48.465         -23.081           8.411
               RXS-J21388-3828       SiIV      4.509    -48.465          45.977          11.788
               RXS-J23218-7026       CII*    313.292    -44.837          -4.400           3.355
               RXS-J23218-7026        CIV    313.292    -44.837          28.449           7.109
               RXS-J23218-7026       FeII    313.292    -44.837         -50.591           4.562
               RXS-J23218-7026       NiII    313.292    -44.837          -9.578           2.180
               RXS-J23218-7026        SII    313.292    -44.837          -2.306           3.574
               RXS-J23218-7026       SiII    313.292    -44.837          18.422           7.209
               RXS-J23218-7026       SiIV    313.292    -44.837          19.740           6.430
                RXSJ00437+3725       CII*    121.233    -25.424         -19.171           7.827
                RXSJ00437+3725        CIV    121.233    -25.424         -28.207           7.109
                RXSJ00437+3725         NV    121.233    -25.424        -106.399          13.262
                RXSJ00437+3725       NiII    121.233    -25.424         -37.846           9.811
                RXSJ00437+3725        SII    121.233    -25.424         -16.448           8.339
                RXSJ00437+3725       SiII    121.233    -25.424         -23.582          10.814
                RXSJ00437+3725       SiIV    121.233    -25.424         -17.489           8.573
                RXSJ00508+3536       CII*    122.796    -27.260         -15.439           7.827
                RXSJ00508+3536        CIV    122.796    -27.260         -47.905           7.109
                RXSJ00508+3536       FeII    122.796    -27.260          95.310           6.843
                RXSJ00508+3536       NiII    122.796    -27.260         -25.506           9.811
                RXSJ00508+3536       SiII    122.796    -27.260         -61.570          12.015
                RXSJ00508+3536       SiIV    122.796    -27.260         -48.236           4.286
                RXSJ01188+3836       CII*    128.783    -23.955         -10.914           8.946
                RXSJ01188+3836        CIV    128.783    -23.955         -31.198           3.555
                RXSJ01188+3836       FeII    128.783    -23.955         -40.331           2.281
                RXSJ01188+3836       NiII    128.783    -23.955         -16.760           6.541
                RXSJ01188+3836       SiII    128.783    -23.955         -54.225          10.814
                RXSJ01188+3836       SiIV    128.783    -23.955         -37.513           5.358
               RXSJ0155.6+3115       CII*    138.703    -29.644           1.102           6.709
               RXSJ0155.6+3115        CIV    138.703    -29.644          -6.400          10.664
               RXSJ0155.6+3115       FeII    138.703    -29.644         -74.763           7.983
               RXSJ0155.6+3115         NV    138.703    -29.644         -33.477           9.645
               RXSJ0155.6+3115       NiII    138.703    -29.644         -33.480          10.901
               RXSJ0155.6+3115       SiII    138.703    -29.644         -18.213           9.612
               RXSJ0155.6+3115       SiIV    138.703    -29.644         -36.865           7.501
                    S50716+714       CII*    143.981     28.018          -7.432           5.591
                    S50716+714        CIV    143.981     28.018         -63.196          11.849
                    S50716+714       FeII    143.981     28.018          -0.333           3.421
                    S50716+714         NV    143.981     28.018         -31.092          10.851
                    S50716+714       NiII    143.981     28.018         -20.938           6.541
                    S50716+714        SII    143.981     28.018          -7.552           4.765
                    S50716+714       SiII    143.981     28.018         -14.614           9.612
                    S50716+714       SiIV    143.981     28.018         -60.869          11.788
      SDSS-J100535.24+013445.7       CII*    238.527     42.786           1.294           6.709
      SDSS-J100535.24+013445.7        CIV    238.527     42.786          -9.364           4.739
      SDSS-J100535.24+013445.7       NiII    238.527     42.786         -11.655           4.360
      SDSS-J100535.24+013445.7       SiII    238.527     42.786          -4.305          10.814
      SDSS-J100535.24+013445.7       SiIV    238.527     42.786         -21.951           9.645
      SDSS-J104741.75+151332.2       CII*    229.085     58.908         -24.574           6.709
      SDSS-J104741.75+151332.2        CIV    229.085     58.908          19.776          11.849
      SDSS-J104741.75+151332.2       FeII    229.085     58.908         -18.815           3.421
      SDSS-J104741.75+151332.2         NV    229.085     58.908          14.879          15.673
      SDSS-J104741.75+151332.2       NiII    229.085     58.908         -20.385           5.451
      SDSS-J104741.75+151332.2       SiII    229.085     58.908         -26.498          14.418
      SDSS-J135726.27+043541.4       CII*    340.767     62.514          -3.792           2.236
      SDSS-J135726.27+043541.4        CIV    340.767     62.514         -16.967           8.294
      SDSS-J135726.27+043541.4       FeII    340.767     62.514          29.516           1.140
      SDSS-J135726.27+043541.4         NV    340.767     62.514           8.631           4.823
      SDSS-J135726.27+043541.4       SiII    340.767     62.514          -0.243           4.806
      SDSS-J135726.27+043541.4       SiIV    340.767     62.514         -15.389           7.501
      SDSS-J141038.39+230447.1       CII*     24.571     71.640         -15.047          10.064
      SDSS-J141038.39+230447.1        CIV     24.571     71.640         -35.013           8.294
      SDSS-J141038.39+230447.1         NV     24.571     71.640         -51.987           8.440
      SDSS-J141038.39+230447.1       NiII     24.571     71.640         -21.619           6.541
      SDSS-J141038.39+230447.1       SiII     24.571     71.640          -6.574           9.612
      SDSS-J141038.39+230447.1       SiIV     24.571     71.640         -29.254           9.645
       SDSSJ082024.21+233450.4       CII*    199.804     29.416          -9.641           7.827
       SDSSJ082024.21+233450.4        CIV    199.804     29.416          -6.680          10.664
       SDSSJ082024.21+233450.4       FeII    199.804     29.416          49.003           6.843
       SDSSJ082024.21+233450.4         NV    199.804     29.416           9.772          16.879
       SDSSJ082024.21+233450.4       NiII    199.804     29.416          -5.985           6.541
       SDSSJ082024.21+233450.4       SiII    199.804     29.416         -17.191          10.814
       SDSSJ082024.21+233450.4       SiIV    199.804     29.416          -1.389           7.501
       SDSSJ082633.51+074248.3       CII*    216.890     24.634           8.143           2.236
       SDSSJ082633.51+074248.3        CIV    216.890     24.634          26.589           9.479
       SDSSJ082633.51+074248.3       FeII    216.890     24.634          78.614           7.983
       SDSSJ082633.51+074248.3         NV    216.890     24.634          61.770          14.468
       SDSSJ082633.51+074248.3       NiII    216.890     24.634           7.994           4.360
       SDSSJ082633.51+074248.3       SiII    216.890     24.634          35.820           9.612
       SDSSJ082633.51+074248.3       SiIV    216.890     24.634          -6.994           7.501
       SDSSJ085259.22+031320.6        CIV    224.753     28.367           4.445           8.294
       SDSSJ085259.22+031320.6       SiII    224.753     28.367           8.553          13.217
       SDSSJ092554.43+453544.4       CII*    174.315     45.596           1.172           5.591
       SDSSJ092554.43+453544.4        CIV    174.315     45.596         -82.228          11.849
       SDSSJ092554.43+453544.4         NV    174.315     45.596         -60.019           3.617
       SDSSJ092554.43+453544.4       NiII    174.315     45.596         -17.031           4.360
       SDSSJ092554.43+453544.4        SII    174.315     45.596          -0.454           4.765
       SDSSJ092554.43+453544.4       SiII    174.315     45.596         -41.056          12.015
       SDSSJ092554.43+453544.4       SiIV    174.315     45.596         -14.245          16.074
       SDSSJ123235.82+060310.0       CII*    290.085     68.453           8.297           4.473
       SDSSJ123235.82+060310.0        CIV    290.085     68.453         -16.845           9.479
       SDSSJ123235.82+060310.0       FeII    290.085     68.453          72.754           6.843
       SDSSJ123235.82+060310.0         NV    290.085     68.453          -0.788           6.028
       SDSSJ123235.82+060310.0       NiII    290.085     68.453          10.722           6.541
       SDSSJ123235.82+060310.0       SiII    290.085     68.453          14.381           8.411
       SDSSJ123235.82+060310.0       SiIV    290.085     68.453           1.313          10.716
       SDSSJ135712.61+170444.1       CII*      2.860     71.780          -6.480           4.473
       SDSSJ135712.61+170444.1        CIV      2.860     71.780         -23.476           9.479
       SDSSJ135712.61+170444.1         NV      2.860     71.780         -28.165           4.823
       SDSSJ135712.61+170444.1       NiII      2.860     71.780         -22.025           5.451
       SDSSJ135712.61+170444.1       SiII      2.860     71.780         -17.683           7.209
       SDSSJ135712.61+170444.1       SiIV      2.860     71.780         -44.681           8.573
                        TON580       CII*    194.941     72.031         -35.441           7.827
                        TON580        CIV    194.941     72.031         -14.604          11.849
                        TON580       FeII    194.941     72.031         -43.702           4.562
                        TON580         NV    194.941     72.031         -34.675          13.262
                        TON580       NiII    194.941     72.031         -33.011           8.721
                        TON580        SII    194.941     72.031         -14.680           5.956
                        TON580       SiII    194.941     72.031         -20.592           9.612
                        TON580       SiIV    194.941     72.031         -14.890           9.645
                       TONS210       CII*    224.971    -83.160          -8.106           3.355
                       TONS210        CIV    224.971    -83.160          17.501          14.218
                       TONS210       FeII    224.971    -83.160         -31.532           4.562
                       TONS210         NV    224.971    -83.160         -21.071          13.262
                       TONS210       NiII    224.971    -83.160          -9.957           5.451
                       TONS210        SII    224.971    -83.160          -8.541           3.574
                       TONS210       SiII    224.971    -83.160          -8.280           8.411
                       TONS210       SiIV    224.971    -83.160         -18.165           8.573
                      VIIZW244       CII*    136.657     32.678          -8.300           6.709
                      VIIZW244        CIV    136.657     32.678         -42.936          10.664
                      VIIZW244         NV    136.657     32.678         -53.923           9.645
                      VIIZW244       NiII    136.657     32.678          -7.550           8.721
                      VIIZW244        SII    136.657     32.678         -11.022           5.956
                      VIIZW244       SiII    136.657     32.678         -36.158           9.612
                      VIIZW244       SiIV    136.657     32.678         -49.809           9.645
       VV2006-J095240.2+515250       CII*    163.895     48.529         -92.355           3.355
       VV2006-J095240.2+515250        CIV    163.895     48.529         -52.338           3.555
       VV2006-J095240.2+515250       FeII    163.895     48.529        -174.720           4.562
       VV2006-J095240.2+515250       SiII    163.895     48.529          -9.580           9.612
       VV2006-J095240.2+515250       SiIV    163.895     48.529         -42.684          10.716
                     ZW535.012       CII*    120.174    -17.126           1.584           6.709
                     ZW535.012        CIV    120.174    -17.126          -7.504           9.479
                     ZW535.012       FeII    120.174    -17.126         -74.415          14.826
                     ZW535.012         NV    120.174    -17.126          -3.379          13.262
                     ZW535.012       NiII    120.174    -17.126         -17.569           4.360
                     ZW535.012        SII    120.174    -17.126          -8.746           7.147
                     ZW535.012       SiII    120.174    -17.126         -42.262          14.418
                     ZW535.012       SiIV    120.174    -17.126         -27.532           9.645
