                           QSO        ion       Glon       Glat   peakvel_v_LSR           v_err
                    PG1011-040       CII*    246.501     40.749         -14.700           4.400
                    PG1011-040        CIV    246.501     40.749          27.900           9.400
                    PG1011-040       FeII    246.501     40.749          -7.150           2.150
                    PG1011-040       NiII    246.501     40.749          -8.550           5.750
                    PG1011-040        SII    246.501     40.749         -14.300           4.700
                    PG1011-040       SiII    246.501     40.749          -9.150          13.650
                    PG1011-040       SiIV    246.501     40.749          23.850          11.350
                    PG1048+342       CII*    190.602     63.437         -53.400           7.500
                    PG1048+342        CIV    190.602     63.437         -19.150          10.550
                    PG1048+342       FeII    190.602     63.437         -13.850           8.950
                    PG1048+342       NiII    190.602     63.437         -22.750          12.150
                    PG1048+342        SII    190.602     63.437         -46.050           6.550
                    PG1048+342       SiIV    190.602     63.437         -13.600           8.500
                    PG1049-005       CII*    252.276     49.878         -10.250           4.050
                    PG1049-005        CIV    252.276     49.878           6.050           3.850
                    PG1049-005       FeII    252.276     49.878         -23.450           7.550
                    PG1049-005         NV    252.276     49.878          24.400           8.600
                    PG1049-005       NiII    252.276     49.878         -21.200           7.300
                    PG1049-005       SiII    252.276     49.878         -11.200          10.800
                    PG1115+407       CII*    172.234     66.669         -58.050           7.050
                    PG1115+407        CIV    172.234     66.669         -50.300          14.600
                    PG1115+407       NiII    172.234     66.669         -22.900          10.900
                    PG1115+407        SII    172.234     66.669         -43.800           7.000
                    PG1115+407       SiII    172.234     66.669         -21.500          11.400
                    PG1115+407       SiIV    172.234     66.669         -61.250          11.850
                    PG1116+215       CII*    223.360     68.209          -9.500           2.800
                    PG1116+215        CIV    223.360     68.209          -0.350          15.250
                    PG1116+215         NV    223.360     68.209          -8.000          10.200
                    PG1116+215       NiII    223.360     68.209         -34.750           6.950
                    PG1116+215        SII    223.360     68.209         -42.500           5.000
                    PG1116+215       SiII    223.360     68.209         -22.000          10.800
                    PG1116+215       SiIV    223.360     68.209         -20.900          10.900
                    PG1121+422       CII*    167.258     66.859         -38.050           7.350
                    PG1121+422        CIV    167.258     66.859         -41.750          11.750
                    PG1121+422       FeII    167.258     66.859           1.250           2.450
                    PG1121+422        SII    167.258     66.859         -35.850           7.150
                    PG1121+422       SiII    167.258     66.859         -71.500          11.400
                    PG1121+422       SiIV    167.258     66.859         -62.900          11.900
                    PG1126-041        CIV    267.631     52.745          26.250           8.550
                    PG1126-041       SiII    267.631     52.745          -0.350          12.050
                    PG1126-041       SiIV    267.631     52.745          20.600          11.300
                    PG1259+593       CII*    120.556     58.048         -58.350           4.050
                    PG1259+593        CIV    120.556     58.048           8.750           7.650
                    PG1259+593       FeII    120.556     58.048         -14.600           7.800
                    PG1259+593       NiII    120.556     58.048         -38.450           8.750
                    PG1259+593        SII    120.556     58.048         -55.150           5.450
                    PG1259+593       SiII    120.556     58.048           2.250          12.750
                    PG1259+593       SiIV    120.556     58.048           6.150          10.050
                    PG1352+183       CII*      4.375     72.874          -3.050           3.250
                    PG1352+183        CIV      4.375     72.874         -68.650           9.550
                    PG1352+183       FeII      4.375     72.874         -79.050          10.450
                    PG1352+183         NV      4.375     72.874         -32.500          10.100
                    PG1352+183       NiII      4.375     72.874         -23.900           3.700
                    PG1352+183       SiII      4.375     72.874         -40.150           7.850
                    PG1352+183       SiIV      4.375     72.874         -35.150           8.350
                    PG1424+240       CII*     29.487     68.208           3.750           6.150
                    PG1424+240        CIV     29.487     68.208          -7.600           9.900
                    PG1424+240       FeII     29.487     68.208          55.650           7.050
                    PG1424+240         NV     29.487     68.208         -16.800           3.800
                    PG1424+240       SiII     29.487     68.208          11.250           9.750
                    PG1424+240       SiIV     29.487     68.208         -22.850           8.650
                    PG1435-067        CIV    343.978     47.206         -34.950           7.850
                    PG1435-067       SiII    343.978     47.206         -16.800           7.800
                    PG1626+554       CII*     84.515     42.189         -11.150           3.450
                    PG1626+554        CIV     84.515     42.189         -24.250           7.850
                    PG1626+554       FeII     84.515     42.189          -7.100           2.700
                    PG1626+554         NV     84.515     42.189         -11.000           3.700
                    PG1626+554       NiII     84.515     42.189         -15.500           5.300
                    PG1626+554       SiII     84.515     42.189         -22.200           6.100
                    PG1626+554       SiIV     84.515     42.189           6.100           9.200
                       PHL1598       CII*     40.538    -40.956           0.550           3.950
                       PHL1598        CIV     40.538    -40.956          45.800           8.800
                       PHL1598       NiII     40.538    -40.956          -1.050           3.850
                       PHL1598       SiII     40.538    -40.956           6.700           7.700
                       PHL1598       SiIV     40.538    -40.956          46.350           9.950
                       PHL1811       CII*     47.473    -44.815          -5.350           3.150
                       PHL1811        CIV     47.473    -44.815          -3.650          11.350
                       PHL1811         NV     47.473    -44.815           3.650           9.150
                       PHL1811       NiII     47.473    -44.815          -7.300           3.800
                       PHL1811       SiII     47.473    -44.815          -0.650           6.050
                       PHL1811       SiIV     47.473    -44.815         -12.850           8.350
                       PHL2525       CII*     80.683    -71.317         -10.200           4.600
                       PHL2525        CIV     80.683    -71.317         -17.950          17.250
                       PHL2525       NiII     80.683    -71.317          -9.350           2.450
                       PHL2525       SiII     80.683    -71.317         -45.050           9.350
                       PHL2525       SiIV     80.683    -71.317         -27.700          12.100
                   PKS0405-123       CII*    204.927    -41.756         -10.500           5.900
                   PKS0405-123        CIV    204.927    -41.756          -9.600           3.700
                   PKS0405-123       NiII    204.927    -41.756          -9.850           3.950
                   PKS0405-123       SiII    204.927    -41.756          -8.800           5.300
                   PKS0405-123       SiIV    204.927    -41.756         -17.150           4.750
                   PKS0552-640        CIV    273.466    -30.611          13.800          14.900
                   PKS0552-640       FeII    273.466    -30.611         105.750           4.550
                   PKS0552-640       NiII    273.466    -30.611          -2.100           3.700
                   PKS0552-640       SiII    273.466    -30.611          54.200          13.300
                   PKS0552-640       SiIV    273.466    -30.611           0.400           8.700
                   PKS0558-504       CII*    257.962    -28.569          -3.050           4.750
                   PKS0558-504        CIV    257.962    -28.569           1.000          11.600
                   PKS0558-504       FeII    257.962    -28.569          15.100           7.600
                   PKS0558-504         NV    257.962    -28.569           2.450           9.850
                   PKS0558-504       NiII    257.962    -28.569          -0.100           4.600
                   PKS0558-504       SiII    257.962    -28.569           4.600           8.200
                   PKS0558-504       SiIV    257.962    -28.569          -6.100          10.300
                   PKS0637-752       CII*    286.368    -27.158          38.950          17.350
                   PKS0637-752        CIV    286.368    -27.158          99.000           9.000
                   PKS0637-752         NV    286.368    -27.158          39.800          10.900
                   PKS0637-752       NiII    286.368    -27.158           1.450           5.450
                   PKS0637-752       SiII    286.368    -27.158          17.350           9.450
                   PKS0637-752       SiIV    286.368    -27.158          75.500          11.400
                   PKS1302-102       CII*    308.591     52.161         -10.950           3.050
                   PKS1302-102        CIV    308.591     52.161           6.900           6.600
                   PKS1302-102       FeII    308.591     52.161          31.300           8.900
                   PKS1302-102         NV    308.591     52.161          -7.750           7.550
                   PKS1302-102       NiII    308.591     52.161          -1.400           5.900
                   PKS1302-102       SiII    308.591     52.161          -8.150           7.950
                   PKS1302-102       SiIV    308.591     52.161           3.450           5.950
                   PKS2005-489       CII*    350.373    -32.601          -5.900           7.100
                   PKS2005-489        CIV    350.373    -32.601          69.150          15.950
                   PKS2005-489       FeII    350.373    -32.601          11.350           3.050
                   PKS2005-489         NV    350.373    -32.601          65.300          13.400
                   PKS2005-489       NiII    350.373    -32.601          -1.450           6.150
                   PKS2005-489        SII    350.373    -32.601          -0.700           6.900
                   PKS2005-489       SiII    350.373    -32.601          59.300          15.800
                   PKS2005-489       SiIV    350.373    -32.601          68.550          11.250
                 PMNJ1103-2329       CII*    273.190     33.080          -4.350           5.350
                 PMNJ1103-2329        CIV    273.190     33.080          89.350           6.150
                 PMNJ1103-2329       FeII    273.190     33.080         196.550           1.750
                 PMNJ1103-2329         NV    273.190     33.080         113.550           6.650
                 PMNJ1103-2329       NiII    273.190     33.080           9.550           8.750
                 PMNJ1103-2329       SiII    273.190     33.080          -9.200          13.800
                 PMNJ1103-2329       SiIV    273.190     33.080          84.550          10.450
                 PMNJ2345-1555       CII*     65.673    -70.985          -9.900           2.400
                 PMNJ2345-1555        CIV     65.673    -70.985          -2.900          12.100
                 PMNJ2345-1555       FeII     65.673    -70.985         -69.350           7.150
                 PMNJ2345-1555         NV     65.673    -70.985          -7.900           6.000
                 PMNJ2345-1555       NiII     65.673    -70.985          -3.450           5.150
                 PMNJ2345-1555       SiII     65.673    -70.985         -13.850           8.050
                 PMNJ2345-1555       SiIV     65.673    -70.985         -11.300           6.700
                     Q0349-146        CIV    205.484    -46.325          -7.850           9.850
                     Q0349-146       FeII    205.484    -46.325         -34.800           3.800
                     Q0349-146       NiII    205.484    -46.325          -5.400           8.000
                     Q0349-146       SiII    205.484    -46.325         -15.500           7.600
                     Q0349-146       SiIV    205.484    -46.325         -11.800           6.400
                     Q0850+440        CIV    177.083     39.938         -90.500          16.000
                     Q0850+440       SiII    177.083     39.938          -0.200          11.100
                     Q1354+195        CIV      8.993     73.042         -43.750          12.550
                     Q1354+195       SiIV      8.993     73.042         -45.000          13.100
                     Q1545+210       CII*     33.898     49.458         -11.050           5.350
                     Q1545+210        CIV     33.898     49.458         -21.600          10.800
                     Q1545+210       FeII     33.898     49.458          13.050           5.850
                     Q1545+210         NV     33.898     49.458           5.050          10.150
                     Q1545+210       NiII     33.898     49.458          -6.850           4.850
                     Q1545+210       SiII     33.898     49.458         -22.600          10.200
                     Q1545+210       SiIV     33.898     49.458         -22.400           8.900
                     Q2135-145        CIV     38.402    -43.334          21.000           7.500
                     Q2135-145       SiII     38.402    -43.334           1.400           8.200
                 QSO-B1215+303       CII*    188.875     82.053          -8.700           7.600
                 QSO-B1215+303        CIV    188.875     82.053         -16.800           8.900
                 QSO-B1215+303       FeII    188.875     82.053         -95.250           7.550
                 QSO-B1215+303         NV    188.875     82.053          -0.550           5.250
                 QSO-B1215+303       NiII    188.875     82.053         -31.700           4.900
                 QSO-B1215+303        SII    188.875     82.053         -12.500           6.600
                 QSO-B1215+303       SiIV    188.875     82.053         -17.450           7.850
                QSO-J0456-2159        CIV    221.979    -34.650           2.250          12.550
                QSO-J0456-2159       SiII    221.979    -34.650           5.050           7.950
                QSO-J0456-2159       SiIV    221.979    -34.650           2.500           9.200
                        RBS144       CII*    299.483    -65.836         -11.350           3.050
                        RBS144        CIV    299.483    -65.836          18.100           8.300
                        RBS144       FeII    299.483    -65.836          26.150           2.850
                        RBS144         NV    299.483    -65.836          -5.600           6.700
                        RBS144       NiII    299.483    -65.836          -5.200           4.200
                        RBS144        SII    299.483    -65.836          -6.100           3.000
                        RBS144       SiIV    299.483    -65.836          11.950           7.350
                       RBS1666       CII*    358.733    -31.003          -6.150           9.050
                       RBS1666        CIV    358.733    -31.003          43.350          12.950
                       RBS1666       FeII    358.733    -31.003         -38.200           5.000
                       RBS1666         NV    358.733    -31.003          16.450          11.950
                       RBS1666       NiII    358.733    -31.003          12.600           7.100
                       RBS1666       SiII    358.733    -31.003          12.850          12.750
                       RBS1666       SiIV    358.733    -31.003          38.700          11.100
                       RBS1892       CII*    345.898    -58.367         -11.700           2.200
                       RBS1892        CIV    345.898    -58.367          -7.900          10.000
                       RBS1892       FeII    345.898    -58.367         -97.500           1.800
                       RBS1892         NV    345.898    -58.367          37.800           1.900
                       RBS1892       NiII    345.898    -58.367         -19.950           5.350
                       RBS1892       SiII    345.898    -58.367          -7.850           7.250
                       RBS1892       SiIV    345.898    -58.367          -0.150           7.750
                       RBS2000       CII*    350.195    -67.585          -3.750           5.550
                       RBS2000        CIV    350.195    -67.585         -19.050          10.050
                       RBS2000       FeII    350.195    -67.585         -43.600           1.800
                       RBS2000         NV    350.195    -67.585           0.100          14.400
                       RBS2000       NiII    350.195    -67.585          -9.500           6.900
                       RBS2000       SiII    350.195    -67.585         -25.150           9.550
                       RBS2000       SiIV    350.195    -67.585          -8.950           7.050
                       RBS2055       CII*    106.672    -34.658          -4.250           5.650
                       RBS2055        CIV    106.672    -34.658         -29.650           8.650
                       RBS2055       FeII    106.672    -34.658         -61.450           1.650
                       RBS2055         NV    106.672    -34.658         -16.100          10.300
                       RBS2055       NiII    106.672    -34.658           0.850           5.550
                       RBS2055        SII    106.672    -34.658          -1.850           5.850
                       RBS2055       SiII    106.672    -34.658         -32.650           9.550
                       RBS2055       SiIV    106.672    -34.658         -10.600           7.500
                RXJ0028.1+3103       CII*    117.087    -31.544          -2.400           5.300
                RXJ0028.1+3103        CIV    117.087    -31.544          -9.700           9.100
                RXJ0028.1+3103       FeII    117.087    -31.544         -65.950           6.050
                RXJ0028.1+3103       NiII    117.087    -31.544         -11.550           5.650
                RXJ0028.1+3103        SII    117.087    -31.544          -9.350           7.350
                RXJ0028.1+3103       SiII    117.087    -31.544         -46.900          10.800
                RXJ0028.1+3103       SiIV    117.087    -31.544         -20.350           9.150
                RXJ0439.6-5311       CII*    261.216    -40.927          17.150           7.750
                RXJ0439.6-5311        CIV    261.216    -40.927           2.650           9.550
                RXJ0439.6-5311       FeII    261.216    -40.927          16.800           5.400
                RXJ0439.6-5311         NV    261.216    -40.927          12.900          11.700
                RXJ0439.6-5311       NiII    261.216    -40.927          -3.200           6.100
                RXJ0439.6-5311        SII    261.216    -40.927          11.350           4.450
                RXJ0439.6-5311       SiII    261.216    -40.927           3.650           7.850
                RXJ0439.6-5311       SiIV    261.216    -40.927          -5.700           7.600
                RXJ1230.8+0115       CII*    291.260     63.660          32.450           4.950
                RXJ1230.8+0115        CIV    291.260     63.660          -8.700           8.800
                RXJ1230.8+0115       FeII    291.260     63.660          17.850           4.850
                RXJ1230.8+0115         NV    291.260     63.660          -3.550          12.650
                RXJ1230.8+0115       NiII    291.260     63.660         -12.900          10.000
                RXJ1230.8+0115       SiII    291.260     63.660           2.700           9.700
                RXJ1230.8+0115       SiIV    291.260     63.660          -4.850           7.350
                RXJ2154.1-4414       CII*    355.179    -50.865          -3.150           3.250
                RXJ2154.1-4414        CIV    355.179    -50.865          41.700           9.000
                RXJ2154.1-4414         NV    355.179    -50.865          21.700          11.300
                RXJ2154.1-4414       NiII    355.179    -50.865          -0.800           3.200
                RXJ2154.1-4414       SiII    355.179    -50.865          -2.050           6.850
                RXJ2154.1-4414       SiIV    355.179    -50.865          45.800           7.400
               RXS-J00057-5007       CII*    320.710    -65.405          -6.050           3.350
               RXS-J00057-5007        CIV    320.710    -65.405          -6.700           8.100
               RXS-J00057-5007       FeII    320.710    -65.405          30.250           4.150
               RXS-J00057-5007         NV    320.710    -65.405           5.950           6.850
               RXS-J00057-5007       NiII    320.710    -65.405          -6.350           1.750
               RXS-J00057-5007       SiII    320.710    -65.405         -10.100           6.000
               RXS-J00057-5007       SiIV    320.710    -65.405         -12.500           7.300
               RXS-J21388-3828       CII*      4.509    -48.465          -8.100           3.800
               RXS-J21388-3828        CIV      4.509    -48.465          48.400          12.300
               RXS-J21388-3828       FeII      4.509    -48.465          66.600           2.400
               RXS-J21388-3828         NV      4.509    -48.465          34.450           7.850
               RXS-J21388-3828       NiII      4.509    -48.465          -9.900           4.800
               RXS-J21388-3828       SiII      4.509    -48.465         -14.500           8.000
               RXS-J21388-3828       SiIV      4.509    -48.465          45.450          12.050
               RXS-J23218-7026       CII*    313.292    -44.837          -4.650           3.750
               RXS-J23218-7026        CIV    313.292    -44.837          27.300           7.100
               RXS-J23218-7026       FeII    313.292    -44.837         -52.600           4.900
               RXS-J23218-7026       NiII    313.292    -44.837          -3.400           1.700
               RXS-J23218-7026        SII    313.292    -44.837           0.450           3.850
               RXS-J23218-7026       SiII    313.292    -44.837          16.500           7.200
               RXS-J23218-7026       SiIV    313.292    -44.837          16.650           6.750
                RXSJ00437+3725       CII*    121.233    -25.424         -19.450           8.150
                RXSJ00437+3725        CIV    121.233    -25.424         -28.350           7.550
                RXSJ00437+3725         NV    121.233    -25.424        -106.550          13.450
                RXSJ00437+3725       NiII    121.233    -25.424         -25.350           9.250
                RXSJ00437+3725        SII    121.233    -25.424         -23.450           8.250
                RXSJ00437+3725       SiII    121.233    -25.424         -14.850          11.050
                RXSJ00437+3725       SiIV    121.233    -25.424         -26.550           8.450
                RXSJ00508+3536       CII*    122.796    -27.260         -17.900           8.400
                RXSJ00508+3536        CIV    122.796    -27.260         -17.000           6.700
                RXSJ00508+3536       FeII    122.796    -27.260          93.200           7.100
                RXSJ00508+3536       NiII    122.796    -27.260         -21.950           9.950
                RXSJ00508+3536       SiII    122.796    -27.260         -54.950          11.550
                RXSJ00508+3536       SiIV    122.796    -27.260         -47.750           4.750
                RXSJ01188+3836       CII*    128.783    -23.955          -8.500           9.300
                RXSJ01188+3836        CIV    128.783    -23.955         -31.150           3.550
                RXSJ01188+3836       FeII    128.783    -23.955         -40.200           2.400
                RXSJ01188+3836       NiII    128.783    -23.955         -16.600           6.700
                RXSJ01188+3836       SiII    128.783    -23.955         -45.800          10.500
                RXSJ01188+3836       SiIV    128.783    -23.955         -39.300           5.300
               RXSJ0155.6+3115       CII*    138.703    -29.644          -1.150           6.650
               RXSJ0155.6+3115        CIV    138.703    -29.644         -22.900          10.100
               RXSJ0155.6+3115       FeII    138.703    -29.644         -75.850           8.350
               RXSJ0155.6+3115         NV    138.703    -29.644         -26.050           9.450
               RXSJ0155.6+3115       NiII    138.703    -29.644         -24.350          10.550
               RXSJ0155.6+3115       SiII    138.703    -29.644         -18.450           9.850
               RXSJ0155.6+3115       SiIV    138.703    -29.644         -29.900           7.100
                    S50716+714       CII*    143.981     28.018         -11.750           5.450
                    S50716+714        CIV    143.981     28.018         -63.250          11.850
                    S50716+714       FeII    143.981     28.018           0.200           3.900
                    S50716+714         NV    143.981     28.018         -31.500          11.300
                    S50716+714       NiII    143.981     28.018         -20.950           6.550
                    S50716+714        SII    143.981     28.018          -8.050           5.250
                    S50716+714       SiII    143.981     28.018         -15.200          10.200
                    S50716+714       SiIV    143.981     28.018         -62.750          12.250
      SDSS-J100535.24+013445.7       CII*    238.527     42.786          -4.200           6.300
      SDSS-J100535.24+013445.7        CIV    238.527     42.786          -7.800           5.100
      SDSS-J100535.24+013445.7       NiII    238.527     42.786          -7.100           4.200
      SDSS-J100535.24+013445.7       SiII    238.527     42.786           5.100          11.400
      SDSS-J100535.24+013445.7       SiIV    238.527     42.786         -20.150          10.050
      SDSS-J104741.75+151332.2       CII*    229.085     58.908         -23.700           7.000
      SDSS-J104741.75+151332.2        CIV    229.085     58.908          19.850          11.950
      SDSS-J104741.75+151332.2       FeII    229.085     58.908         -19.050           3.650
      SDSS-J104741.75+151332.2         NV    229.085     58.908          19.800          15.600
      SDSS-J104741.75+151332.2       NiII    229.085     58.908         -26.400           5.400
      SDSS-J104741.75+151332.2       SiII    229.085     58.908         -26.050          14.850
      SDSS-J135726.27+043541.4       CII*    340.767     62.514          -4.650           2.350
      SDSS-J135726.27+043541.4        CIV    340.767     62.514          -9.550           7.950
      SDSS-J135726.27+043541.4       FeII    340.767     62.514          30.000           1.600
      SDSS-J135726.27+043541.4         NV    340.767     62.514           9.500           4.900
      SDSS-J135726.27+043541.4       SiII    340.767     62.514          -3.500           5.400
      SDSS-J135726.27+043541.4       SiIV    340.767     62.514         -15.400           7.500
      SDSS-J141038.39+230447.1       CII*     24.571     71.640         -16.600          10.100
      SDSS-J141038.39+230447.1        CIV     24.571     71.640         -32.150           8.750
      SDSS-J141038.39+230447.1         NV     24.571     71.640         -44.950           8.250
      SDSS-J141038.39+230447.1       NiII     24.571     71.640         -22.800           6.800
      SDSS-J141038.39+230447.1       SiII     24.571     71.640         -49.200           9.200
      SDSS-J141038.39+230447.1       SiIV     24.571     71.640         -28.850          10.050
       SDSSJ082024.21+233450.4       CII*    199.804     29.416         -20.550           7.750
       SDSSJ082024.21+233450.4        CIV    199.804     29.416           4.750          10.250
       SDSSJ082024.21+233450.4       FeII    199.804     29.416          49.050           7.250
       SDSSJ082024.21+233450.4         NV    199.804     29.416          12.000          17.000
       SDSSJ082024.21+233450.4       NiII    199.804     29.416          -6.550           7.050
       SDSSJ082024.21+233450.4       SiII    199.804     29.416         -23.050          11.350
       SDSSJ082024.21+233450.4       SiIV    199.804     29.416          -1.400           7.500
       SDSSJ082633.51+074248.3       CII*    216.890     24.634           7.950           2.450
       SDSSJ082633.51+074248.3        CIV    216.890     24.634          24.450           9.250
       SDSSJ082633.51+074248.3       FeII    216.890     24.634          76.200           8.100
       SDSSJ082633.51+074248.3         NV    216.890     24.634         185.200          14.100
       SDSSJ082633.51+074248.3       NiII    216.890     24.634          10.300           4.600
       SDSSJ082633.51+074248.3       SiII    216.890     24.634          11.300           9.100
       SDSSJ082633.51+074248.3       SiIV    216.890     24.634           5.600           7.200
       SDSSJ085259.22+031320.6        CIV    224.753     28.367          -5.300           8.000
       SDSSJ085259.22+031320.6       SiII    224.753     28.367          -6.300          12.800
       SDSSJ092554.43+453544.4       CII*    174.315     45.596          -5.850           5.250
       SDSSJ092554.43+453544.4        CIV    174.315     45.596         -84.850          11.550
       SDSSJ092554.43+453544.4         NV    174.315     45.596         -59.450           3.750
       SDSSJ092554.43+453544.4       NiII    174.315     45.596          -8.900           3.800
       SDSSJ092554.43+453544.4        SII    174.315     45.596           4.650           4.350
       SDSSJ092554.43+453544.4       SiII    174.315     45.596         -11.650          11.650
       SDSSJ092554.43+453544.4       SiIV    174.315     45.596         -29.700          15.600
       SDSSJ123235.82+060310.0       CII*    290.085     68.453           9.250           4.750
       SDSSJ123235.82+060310.0        CIV    290.085     68.453         -16.750           9.650
       SDSSJ123235.82+060310.0       FeII    290.085     68.453          70.200           7.400
       SDSSJ123235.82+060310.0         NV    290.085     68.453           0.050           6.250
       SDSSJ123235.82+060310.0       NiII    290.085     68.453           4.650           6.250
       SDSSJ123235.82+060310.0       SiII    290.085     68.453          10.250           8.950
       SDSSJ123235.82+060310.0       SiIV    290.085     68.453           3.850          11.150
       SDSSJ135712.61+170444.1       CII*      2.860     71.780          -6.700           4.700
       SDSSJ135712.61+170444.1        CIV      2.860     71.780         -23.400           9.600
       SDSSJ135712.61+170444.1         NV      2.860     71.780         -29.850           5.250
       SDSSJ135712.61+170444.1       NiII      2.860     71.780         -15.250           5.150
       SDSSJ135712.61+170444.1       SiII      2.860     71.780         -37.550           7.450
       SDSSJ135712.61+170444.1       SiIV      2.860     71.780         -32.700           8.200
                        TON580       CII*    194.941     72.031         -37.250           8.350
                        TON580        CIV    194.941     72.031         -13.750          11.850
                        TON580       FeII    194.941     72.031         -43.500           4.800
                        TON580         NV    194.941     72.031         -44.150          13.050
                        TON580       NiII    194.941     72.031         -24.200           8.600
                        TON580        SII    194.941     72.031         -45.100           5.400
                        TON580       SiII    194.941     72.031         -20.050          10.150
                        TON580       SiIV    194.941     72.031         -14.750           9.850
                       TONS210       CII*    224.971    -83.160          -7.700           3.700
                       TONS210        CIV    224.971    -83.160          11.450          13.950
                       TONS210       FeII    224.971    -83.160         -22.850           4.050
                       TONS210         NV    224.971    -83.160         -13.700          13.100
                       TONS210       NiII    224.971    -83.160         -10.800           5.600
                       TONS210        SII    224.971    -83.160          -9.200           3.800
                       TONS210       SiII    224.971    -83.160          -8.050           8.650
                       TONS210       SiIV    224.971    -83.160         -10.150           8.350
                      VIIZW244       CII*    136.657     32.678         -10.600           6.600
                      VIIZW244        CIV    136.657     32.678         -42.800          10.800
                      VIIZW244         NV    136.657     32.678         -54.050           9.750
                      VIIZW244       NiII    136.657     32.678          -7.100           9.200
                      VIIZW244        SII    136.657     32.678          -3.700           5.800
                      VIIZW244       SiII    136.657     32.678         -13.700           9.900
                      VIIZW244       SiIV    136.657     32.678         -43.250           9.450
       VV2006-J095240.2+515250       CII*    163.895     48.529         -92.700           3.000
       VV2006-J095240.2+515250        CIV    163.895     48.529         -51.450           3.650
       VV2006-J095240.2+515250       FeII    163.895     48.529        -166.150           4.050
       VV2006-J095240.2+515250       SiII    163.895     48.529         -61.900           9.000
       VV2006-J095240.2+515250       SiIV    163.895     48.529         -53.550          10.250
                     ZW535.012       CII*    120.174    -17.126           1.950           6.750
                     ZW535.012        CIV    120.174    -17.126         -22.900           8.900
                     ZW535.012       FeII    120.174    -17.126         -97.350          14.750
                     ZW535.012         NV    120.174    -17.126          -3.250          13.450
                     ZW535.012       NiII    120.174    -17.126         -14.250           4.150
                     ZW535.012        SII    120.174    -17.126          -8.950           7.350
                     ZW535.012       SiII    120.174    -17.126         -54.000          14.900
                     ZW535.012       SiIV    120.174    -17.126         -22.000           9.400
